Age,Tenure_Months,Monthly_Charges,Total_Charges,Num_Products,Support_Calls,Satisfaction_Score,Contract_Type,Payment_Method,Internet_Service,Churn
20,39,80.6,3127.83,1,0,5,Month-to-Month,Electronic Check,No,0
68,9,104.94,1005.85,2,0,2,Two Year,Electronic Check,DSL,0
48,6,24.5,138.34,3,2,3,Month-to-Month,Bank Transfer,Fiber Optic,0
57,23,93.42,2132.33,2,1,3,Two Year,Electronic Check,Fiber Optic,0
54,59,54.13,3196.53,4,7,3,Month-to-Month,Mailed Check,No,0
53,46,67.85,3135.34,4,1,2,One Year,Mailed Check,DSL,1
41,38,112.89,4262.05,1,1,1,Month-to-Month,Electronic Check,No,1
48,14,53.2,745.89,1,1,4,One Year,Electronic Check,No,1
23,62,66.53,4164.23,4,2,3,One Year,Electronic Check,DSL,0
19,35,21.37,754.43,4,4,2,Month-to-Month,Bank Transfer,Fiber Optic,1
37,19,28.16,537.18,1,2,3,Two Year,Bank Transfer,DSL,0
45,30,45.86,1400.51,1,1,1,Month-to-Month,Mailed Check,DSL,0
28,25,22.79,603.09,1,1,5,Month-to-Month,Bank Transfer,Fiber Optic,0
21,40,83.14,3322.47,4,1,4,One Year,Bank Transfer,DSL,0
32,14,62.64,853.25,1,0,4,One Year,Credit Card,DSL,1
23,26,74.81,1954.52,2,4,3,Month-to-Month,Mailed Check,No,1
66,22,37.46,744.42,3,1,5,Month-to-Month,Mailed Check,Fiber Optic,1
47,48,49.59,2369.8,1,3,3,Two Year,Electronic Check,Fiber Optic,1
55,51,86.38,4281.8,2,3,4,One Year,Credit Card,DSL,1
68,3,116.53,265.8,1,3,3,Month-to-Month,Electronic Check,No,1
19,42,25.04,960.37,3,2,4,Month-to-Month,Bank Transfer,No,0
32,19,109.04,2124.13,1,2,4,Two Year,Mailed Check,Fiber Optic,0
28,28,77.69,2176.02,2,3,3,One Year,Bank Transfer,No,0
25,45,76.39,3374.45,2,2,2,Two Year,Bank Transfer,No,0
43,71,70.03,4996.68,1,0,4,Month-to-Month,Credit Card,Fiber Optic,1
68,63,26.94,1746.65,1,3,3,One Year,Credit Card,Fiber Optic,0
62,19,28.99,576.23,2,2,1,One Year,Mailed Check,DSL,0
61,47,80.09,3754.79,1,4,3,Month-to-Month,Mailed Check,DSL,0
22,14,54.1,769.02,3,2,3,One Year,Credit Card,DSL,0
23,38,111.73,4290.81,3,1,4,One Year,Credit Card,DSL,0
43,53,60.66,3191.52,2,3,1,Month-to-Month,Credit Card,DSL,1
21,61,34.33,2095.62,2,2,3,Two Year,Credit Card,No,0
36,36,91.47,3280.06,2,2,4,Two Year,Mailed Check,DSL,0
37,40,49.34,1892.93,3,0,4,Two Year,Mailed Check,No,0
50,30,72.55,2222.33,2,0,3,Two Year,Bank Transfer,Fiber Optic,0
37,9,89.78,910.88,1,4,4,Month-to-Month,Bank Transfer,DSL,1
66,64,110.03,6998.23,1,1,3,Month-to-Month,Bank Transfer,Fiber Optic,1
29,33,99.22,3322.39,2,2,3,Two Year,Mailed Check,DSL,1
64,52,87.64,4515.18,2,1,5,Month-to-Month,Electronic Check,No,1
18,14,87.96,1238.08,2,1,5,Month-to-Month,Bank Transfer,No,0
43,53,114.59,6148.67,1,1,3,Month-to-Month,Electronic Check,DSL,0
31,59,49.58,2899.2,2,2,2,Month-to-Month,Electronic Check,No,0
55,41,20.11,823.78,1,3,3,One Year,Electronic Check,Fiber Optic,0
54,68,47.2,3119.52,1,2,1,Month-to-Month,Credit Card,DSL,1
28,68,41.79,2808.51,2,1,1,Month-to-Month,Mailed Check,Fiber Optic,1
53,8,86.18,594.13,1,1,3,Two Year,Mailed Check,Fiber Optic,1
30,2,83.37,188.2,2,2,5,One Year,Bank Transfer,DSL,1
60,41,79.35,3294.93,1,1,5,One Year,Bank Transfer,Fiber Optic,0
20,55,21.62,1178.02,2,3,3,One Year,Mailed Check,DSL,1
50,16,92.88,1500.37,2,2,4,Two Year,Credit Card,Fiber Optic,0
23,62,52.35,3229.41,1,1,1,One Year,Mailed Check,DSL,0
67,48,86.51,4189.51,1,3,2,One Year,Electronic Check,No,0
27,30,75.66,2276.27,3,3,1,Two Year,Mailed Check,Fiber Optic,0
22,12,54.27,551.96,2,4,4,Month-to-Month,Credit Card,DSL,0
40,35,33.46,1218.1,2,0,2,Two Year,Mailed Check,Fiber Optic,0
27,11,29.44,304.36,1,4,5,Month-to-Month,Mailed Check,DSL,1
61,64,103.15,6538.08,2,2,4,Month-to-Month,Mailed Check,Fiber Optic,1
19,50,111.84,5570.05,2,2,2,Month-to-Month,Electronic Check,DSL,0
30,21,84.98,1689.48,2,0,2,Month-to-Month,Bank Transfer,No,0
57,69,30.34,2030.97,2,1,4,One Year,Credit Card,No,0
19,48,60.2,2896.75,1,4,5,Two Year,Electronic Check,Fiber Optic,0
37,20,92.89,1869.14,1,2,4,Two Year,Mailed Check,DSL,1
18,67,97.98,6579.98,3,3,3,Two Year,Mailed Check,Fiber Optic,0
54,44,31.82,1400.24,4,2,4,Month-to-Month,Bank Transfer,Fiber Optic,1
26,33,20.0,625.36,1,7,3,Two Year,Bank Transfer,Fiber Optic,0
34,61,91.21,5561.09,2,2,5,Month-to-Month,Bank Transfer,Fiber Optic,0
26,9,55.66,479.08,1,3,4,Two Year,Electronic Check,Fiber Optic,0
28,68,45.45,3009.31,1,0,4,Month-to-Month,Credit Card,Fiber Optic,0
32,35,21.29,706.53,1,2,3,Month-to-Month,Bank Transfer,No,1
41,65,74.03,4856.43,1,3,4,Two Year,Mailed Check,DSL,0
55,8,105.12,920.37,2,3,3,Two Year,Credit Card,Fiber Optic,0
52,45,115.76,5241.76,2,3,1,One Year,Mailed Check,Fiber Optic,0
47,47,76.57,3675.97,1,3,3,One Year,Mailed Check,DSL,0
48,40,71.45,2862.27,1,1,5,Month-to-Month,Credit Card,Fiber Optic,0
66,54,28.51,1626.66,3,2,4,One Year,Electronic Check,No,1
22,46,74.89,3547.66,1,2,1,One Year,Credit Card,Fiber Optic,0
61,47,58.0,2639.33,2,1,5,Month-to-Month,Bank Transfer,DSL,1
67,15,80.71,1221.72,1,1,3,Month-to-Month,Credit Card,DSL,0
31,19,58.87,1122.85,2,3,2,Month-to-Month,Bank Transfer,Fiber Optic,1
28,26,44.03,1123.57,1,4,3,One Year,Bank Transfer,DSL,0
26,52,29.5,1558.6,1,1,4,Month-to-Month,Credit Card,No,0
51,22,51.49,1134.84,1,0,3,Month-to-Month,Credit Card,Fiber Optic,0
29,21,29.66,586.09,1,2,3,Month-to-Month,Bank Transfer,DSL,0
52,51,37.69,1920.86,2,1,4,One Year,Mailed Check,No,0
52,38,118.73,4571.97,2,2,3,One Year,Credit Card,Fiber Optic,0
18,20,64.41,1297.33,1,3,4,One Year,Electronic Check,DSL,1
57,29,73.19,2153.86,1,2,2,Month-to-Month,Bank Transfer,Fiber Optic,0
39,51,107.36,5461.51,2,0,4,Month-to-Month,Mailed Check,DSL,0
46,4,119.56,500.84,2,1,4,Month-to-Month,Credit Card,No,0
25,55,78.27,4244.39,4,1,4,Two Year,Credit Card,Fiber Optic,0
28,71,101.25,7163.76,2,0,3,Month-to-Month,Mailed Check,No,0
58,28,52.69,1470.19,2,4,4,Month-to-Month,Electronic Check,Fiber Optic,1
54,4,50.57,138.46,2,1,1,One Year,Bank Transfer,No,0
31,22,60.27,1284.43,4,2,5,Month-to-Month,Credit Card,DSL,0
47,45,87.25,3941.91,3,0,1,Two Year,Electronic Check,No,0
52,67,88.22,5917.23,1,4,2,Month-to-Month,Bank Transfer,No,0
38,66,51.52,3440.64,1,0,4,One Year,Electronic Check,Fiber Optic,0
54,34,33.32,1102.85,1,1,4,Month-to-Month,Bank Transfer,Fiber Optic,0
22,55,83.24,4581.08,2,2,1,Month-to-Month,Bank Transfer,Fiber Optic,0
36,1,32.83,-0.76,2,3,5,Month-to-Month,Electronic Check,No,1
31,38,77.85,2993.61,2,1,5,Two Year,Bank Transfer,DSL,0
43,6,89.34,595.58,1,2,4,Two Year,Credit Card,Fiber Optic,0
21,25,90.06,2275.67,2,4,3,Month-to-Month,Credit Card,No,0
42,17,95.35,1674.01,3,6,4,Two Year,Electronic Check,Fiber Optic,0
62,61,107.29,6546.31,1,0,3,One Year,Electronic Check,Fiber Optic,1
59,12,70.0,880.28,2,1,3,Two Year,Bank Transfer,No,0
42,6,93.02,561.89,2,1,5,Two Year,Bank Transfer,DSL,0
35,27,81.92,2160.59,3,2,5,Month-to-Month,Electronic Check,No,1
57,8,38.66,321.62,3,0,5,One Year,Mailed Check,DSL,0
25,65,22.57,1417.29,2,3,3,Month-to-Month,Electronic Check,DSL,0
56,57,48.45,2878.61,2,5,2,Month-to-Month,Mailed Check,Fiber Optic,0
57,40,64.3,2555.3,3,1,3,Month-to-Month,Mailed Check,Fiber Optic,0
31,14,81.71,1176.19,2,4,3,Two Year,Electronic Check,Fiber Optic,0
49,35,105.0,3674.38,1,2,3,Two Year,Electronic Check,Fiber Optic,0
68,48,39.62,1840.08,3,2,3,One Year,Electronic Check,DSL,0
55,56,32.55,1727.87,1,3,4,Two Year,Mailed Check,DSL,0
50,49,116.35,5738.6,1,2,4,Two Year,Credit Card,Fiber Optic,1
40,13,30.8,477.87,3,4,4,Month-to-Month,Credit Card,Fiber Optic,0
32,61,67.85,4102.11,2,2,4,Month-to-Month,Electronic Check,Fiber Optic,0
50,49,78.56,3766.61,2,7,1,Month-to-Month,Electronic Check,Fiber Optic,0
42,46,74.14,3394.18,1,1,1,Month-to-Month,Bank Transfer,No,1
34,62,28.6,1726.34,1,2,4,Month-to-Month,Bank Transfer,Fiber Optic,0
50,8,25.7,173.08,1,3,3,Month-to-Month,Bank Transfer,DSL,0
64,43,30.55,1344.17,1,1,4,Two Year,Electronic Check,No,0
19,20,78.56,1568.68,2,1,1,Two Year,Credit Card,No,0
31,39,74.43,2861.29,1,3,3,One Year,Credit Card,Fiber Optic,0
57,49,43.37,2154.56,2,2,4,Two Year,Electronic Check,No,0
57,64,83.78,5395.26,1,1,5,Month-to-Month,Electronic Check,Fiber Optic,1
68,62,102.01,6307.77,4,4,5,Two Year,Mailed Check,Fiber Optic,0
56,54,24.16,1311.54,1,2,3,Month-to-Month,Mailed Check,DSL,1
68,9,69.81,654.32,1,1,3,Month-to-Month,Credit Card,Fiber Optic,0
23,37,88.93,3311.72,1,2,4,Two Year,Bank Transfer,DSL,1
23,49,45.23,2218.3,2,3,3,Month-to-Month,Credit Card,DSL,0
20,41,50.78,2153.61,2,1,3,Month-to-Month,Mailed Check,DSL,1
24,17,81.36,1412.25,2,0,5,Month-to-Month,Credit Card,DSL,0
68,21,109.79,2283.06,2,1,4,One Year,Mailed Check,Fiber Optic,1
25,51,100.99,5128.26,1,0,5,Two Year,Mailed Check,Fiber Optic,0
59,59,78.31,4592.39,2,1,2,Month-to-Month,Bank Transfer,DSL,0
69,39,93.02,3659.39,2,2,3,Two Year,Bank Transfer,No,0
32,55,56.48,3075.26,1,1,4,Month-to-Month,Mailed Check,DSL,1
64,41,84.1,3426.86,1,4,2,Month-to-Month,Electronic Check,Fiber Optic,1
46,39,66.62,2651.08,1,1,4,Month-to-Month,Bank Transfer,DSL,1
50,13,38.99,516.45,1,2,2,One Year,Mailed Check,DSL,0
69,64,90.17,5830.81,2,0,4,Month-to-Month,Electronic Check,DSL,0
47,11,75.65,872.05,1,0,4,One Year,Electronic Check,Fiber Optic,0
56,19,55.86,1002.51,1,5,2,Month-to-Month,Credit Card,Fiber Optic,1
44,11,111.13,1217.32,1,0,3,Month-to-Month,Credit Card,DSL,0
53,46,22.09,1065.64,4,0,4,One Year,Bank Transfer,Fiber Optic,0
46,45,51.58,2259.99,3,1,4,Month-to-Month,Electronic Check,DSL,0
55,1,25.69,46.68,1,0,3,Month-to-Month,Bank Transfer,No,0
50,40,96.65,3864.04,1,1,5,Month-to-Month,Mailed Check,Fiber Optic,0
54,19,90.21,1626.25,1,1,3,One Year,Bank Transfer,DSL,0
44,61,53.14,3247.52,2,3,3,One Year,Electronic Check,Fiber Optic,0
50,12,87.57,1008.97,1,1,1,Month-to-Month,Credit Card,No,1
21,61,59.59,3576.61,2,1,5,Month-to-Month,Bank Transfer,Fiber Optic,0
39,33,95.63,3156.25,2,3,2,Month-to-Month,Credit Card,Fiber Optic,0
19,45,65.42,2847.36,3,2,3,Month-to-Month,Bank Transfer,Fiber Optic,1
27,69,61.23,4191.16,1,3,4,Two Year,Mailed Check,Fiber Optic,0
22,8,113.47,1035.32,3,1,2,One Year,Electronic Check,No,0
27,25,45.09,1159.76,3,0,3,One Year,Bank Transfer,No,0
50,46,32.04,1429.77,1,0,2,Month-to-Month,Mailed Check,Fiber Optic,0
55,30,78.45,2423.71,1,1,4,One Year,Mailed Check,Fiber Optic,1
30,47,116.93,5446.11,1,6,4,Two Year,Mailed Check,Fiber Optic,1
48,49,57.78,2803.54,1,0,5,One Year,Credit Card,Fiber Optic,0
64,47,26.2,1173.96,1,5,5,One Year,Credit Card,No,1
53,18,53.93,983.54,2,1,4,One Year,Mailed Check,Fiber Optic,0
62,66,70.59,4727.37,2,3,4,One Year,Mailed Check,Fiber Optic,0
41,68,36.19,2410.97,4,3,3,Month-to-Month,Bank Transfer,DSL,0
69,33,85.81,2728.71,1,2,3,One Year,Bank Transfer,Fiber Optic,0
32,36,119.77,4366.27,4,2,4,Month-to-Month,Electronic Check,No,0
46,19,65.17,1315.92,1,2,5,One Year,Bank Transfer,Fiber Optic,1
25,28,55.47,1453.41,3,2,3,Two Year,Electronic Check,DSL,0
22,40,60.07,2425.8,1,4,3,Two Year,Electronic Check,DSL,0
46,15,31.51,483.98,1,2,3,Month-to-Month,Electronic Check,Fiber Optic,0
64,41,108.33,4402.16,3,1,3,Month-to-Month,Credit Card,No,0
21,39,61.48,2328.0,1,2,1,Month-to-Month,Bank Transfer,No,1
29,2,58.73,167.05,2,3,3,One Year,Mailed Check,No,0
62,63,85.97,5425.06,2,3,3,Two Year,Electronic Check,Fiber Optic,0
19,29,64.2,1874.52,2,1,4,One Year,Mailed Check,Fiber Optic,0
44,66,84.82,5567.03,2,3,3,Month-to-Month,Electronic Check,Fiber Optic,1
48,51,26.14,1293.04,2,3,4,Two Year,Bank Transfer,Fiber Optic,0
68,10,101.37,890.95,1,1,5,Two Year,Electronic Check,Fiber Optic,0
68,14,114.05,1585.3,2,1,5,Month-to-Month,Bank Transfer,Fiber Optic,1
53,51,84.88,4400.82,3,0,4,One Year,Mailed Check,Fiber Optic,0
53,39,115.46,4458.43,1,1,1,One Year,Bank Transfer,DSL,0
43,28,35.14,907.8,1,2,5,One Year,Mailed Check,DSL,0
60,3,67.74,225.0,2,4,4,Two Year,Bank Transfer,No,0
44,70,80.18,5643.6,2,3,3,Month-to-Month,Electronic Check,No,0
22,27,78.17,2081.29,2,1,2,One Year,Electronic Check,Fiber Optic,1
37,2,60.15,102.86,1,3,2,One Year,Bank Transfer,DSL,0
28,38,53.81,2057.98,2,4,2,Two Year,Mailed Check,No,0
27,3,32.68,90.26,1,2,1,Two Year,Mailed Check,Fiber Optic,1
57,16,59.17,996.73,2,3,5,Two Year,Mailed Check,Fiber Optic,0
55,40,36.27,1572.66,3,1,3,Month-to-Month,Bank Transfer,Fiber Optic,1
23,2,93.44,101.42,1,0,4,Two Year,Bank Transfer,Fiber Optic,1
25,41,40.88,1737.57,2,1,4,Month-to-Month,Bank Transfer,Fiber Optic,0
40,12,25.86,315.58,4,1,4,Month-to-Month,Bank Transfer,No,1
64,35,75.24,2702.81,2,3,5,Month-to-Month,Mailed Check,DSL,1
43,65,79.52,5205.02,3,1,5,Two Year,Mailed Check,DSL,0
63,55,107.19,5898.51,2,4,3,Two Year,Credit Card,DSL,1
60,45,77.7,3534.5,3,4,5,Month-to-Month,Bank Transfer,DSL,0
29,62,54.55,3362.39,1,1,4,Month-to-Month,Credit Card,DSL,1
43,49,100.3,4875.98,1,1,1,Two Year,Bank Transfer,DSL,0
30,25,74.03,1891.29,1,1,4,One Year,Credit Card,DSL,0
57,23,27.93,600.17,2,3,4,Two Year,Mailed Check,DSL,0
35,24,76.59,1870.28,3,3,5,Month-to-Month,Mailed Check,DSL,0
42,38,110.8,4211.94,1,2,3,Month-to-Month,Credit Card,DSL,0
50,28,59.63,1553.17,2,2,4,Month-to-Month,Electronic Check,Fiber Optic,0
64,21,49.63,1013.51,2,4,1,Month-to-Month,Bank Transfer,Fiber Optic,1
57,54,34.35,1871.64,2,1,3,Month-to-Month,Credit Card,DSL,0
60,18,35.14,612.22,1,2,1,Month-to-Month,Credit Card,Fiber Optic,0
29,36,63.28,2150.74,2,2,3,Month-to-Month,Electronic Check,No,1
61,45,79.57,3646.69,1,2,4,Month-to-Month,Mailed Check,No,1
53,53,28.06,1495.65,1,3,2,Two Year,Credit Card,DSL,0
65,30,113.96,3440.99,4,2,3,Month-to-Month,Mailed Check,No,1
21,60,95.51,5706.94,1,1,2,Month-to-Month,Bank Transfer,Fiber Optic,0
22,32,78.66,2543.69,1,3,2,Two Year,Electronic Check,DSL,0
54,67,102.84,6982.02,3,2,3,One Year,Mailed Check,DSL,1
25,67,28.02,1840.59,1,2,1,One Year,Credit Card,DSL,0
59,28,67.68,1978.39,2,4,4,One Year,Electronic Check,Fiber Optic,0
66,44,83.01,3672.37,1,0,1,Two Year,Electronic Check,Fiber Optic,1
45,41,102.87,4174.2,1,5,2,Two Year,Electronic Check,Fiber Optic,0
48,63,98.35,6306.67,1,1,3,One Year,Electronic Check,DSL,0
26,23,47.71,1116.91,1,1,4,Two Year,Electronic Check,DSL,0
68,48,114.09,5510.14,2,2,1,Month-to-Month,Bank Transfer,DSL,1
46,32,32.43,1024.29,2,1,4,Month-to-Month,Bank Transfer,Fiber Optic,0
31,57,107.51,6088.25,2,1,4,Two Year,Electronic Check,No,0
57,33,117.09,3872.36,4,0,4,Month-to-Month,Credit Card,Fiber Optic,0
58,24,37.72,984.35,1,1,2,Two Year,Credit Card,No,0
39,39,92.21,3580.71,2,1,4,Month-to-Month,Bank Transfer,Fiber Optic,0
28,34,24.03,815.68,2,1,4,Month-to-Month,Mailed Check,Fiber Optic,0
40,56,60.54,3463.06,4,1,1,Two Year,Electronic Check,Fiber Optic,0
18,28,71.63,1990.62,1,0,5,Month-to-Month,Credit Card,Fiber Optic,0
63,37,78.06,2913.73,2,3,5,Two Year,Bank Transfer,Fiber Optic,0
54,7,113.59,839.0,3,1,5,Two Year,Bank Transfer,No,1
38,68,87.23,5921.8,1,2,4,Two Year,Mailed Check,Fiber Optic,0
43,37,68.13,2536.3,3,1,4,One Year,Mailed Check,DSL,0
63,56,100.97,5687.38,1,1,4,One Year,Credit Card,Fiber Optic,0
53,65,115.05,7458.2,2,1,4,Two Year,Mailed Check,No,0
40,65,22.21,1484.44,4,1,4,One Year,Mailed Check,Fiber Optic,0
18,47,118.25,5530.4,2,4,4,One Year,Electronic Check,Fiber Optic,1
68,20,28.61,538.45,2,5,3,Two Year,Bank Transfer,DSL,0
57,19,101.44,1851.01,1,1,3,One Year,Bank Transfer,Fiber Optic,0
32,29,48.03,1367.7,4,0,5,Two Year,Mailed Check,DSL,0
38,60,33.22,1952.42,2,3,1,Month-to-Month,Bank Transfer,DSL,0
64,18,63.99,1131.78,1,4,4,Month-to-Month,Bank Transfer,Fiber Optic,0
26,35,84.4,2984.6,2,4,5,Month-to-Month,Credit Card,DSL,0
26,43,58.1,2412.02,2,4,4,Month-to-Month,Bank Transfer,Fiber Optic,1
27,11,25.46,181.33,1,3,5,One Year,Mailed Check,No,1
69,49,79.95,3880.1,1,2,4,Month-to-Month,Credit Card,DSL,0
43,38,110.24,4212.18,1,0,1,Two Year,Bank Transfer,Fiber Optic,1
58,64,58.32,3746.92,2,3,4,Month-to-Month,Bank Transfer,Fiber Optic,0
52,69,41.63,2834.22,2,3,3,Month-to-Month,Credit Card,DSL,0
69,8,64.26,572.55,2,2,3,Month-to-Month,Credit Card,Fiber Optic,0
42,34,24.84,811.64,3,1,3,One Year,Bank Transfer,Fiber Optic,0
43,48,102.05,4921.52,3,2,3,Month-to-Month,Electronic Check,Fiber Optic,1
28,56,102.63,5729.14,2,1,3,Month-to-Month,Electronic Check,No,0
55,65,78.8,5078.56,1,0,3,One Year,Bank Transfer,Fiber Optic,0
19,31,55.31,1684.36,2,4,4,Month-to-Month,Bank Transfer,No,1
24,4,99.98,436.62,2,1,4,Month-to-Month,Credit Card,Fiber Optic,1
35,50,75.47,3791.55,2,4,3,One Year,Credit Card,DSL,0
44,69,102.59,7127.12,2,2,2,Month-to-Month,Bank Transfer,Fiber Optic,1
51,30,83.15,2512.55,1,1,4,Month-to-Month,Bank Transfer,DSL,1
44,59,98.44,5727.4,4,3,4,Month-to-Month,Bank Transfer,Fiber Optic,1
34,67,79.86,5456.34,1,2,5,Month-to-Month,Bank Transfer,Fiber Optic,1
60,45,61.41,2782.21,2,1,1,One Year,Electronic Check,Fiber Optic,0
61,4,115.79,488.89,1,0,5,Month-to-Month,Credit Card,DSL,1
68,26,74.11,1908.02,4,0,3,Two Year,Mailed Check,Fiber Optic,0
41,27,80.51,2229.43,1,4,4,Two Year,Bank Transfer,DSL,0
42,46,42.05,1879.64,1,4,1,Month-to-Month,Bank Transfer,Fiber Optic,0
24,64,82.57,5314.97,1,3,3,Two Year,Bank Transfer,No,1
69,51,77.16,3831.18,1,1,2,Month-to-Month,Mailed Check,No,1
23,50,38.48,1957.86,1,1,3,Month-to-Month,Credit Card,DSL,0
41,6,25.96,101.78,2,4,3,Month-to-Month,Credit Card,Fiber Optic,0
50,59,80.44,4759.81,2,1,4,Month-to-Month,Bank Transfer,Fiber Optic,1
66,15,96.37,1513.42,1,3,4,One Year,Bank Transfer,No,1
46,30,72.34,2211.34,1,1,4,Month-to-Month,Credit Card,Fiber Optic,1
60,42,42.68,1853.78,3,3,3,Two Year,Mailed Check,DSL,0
39,37,86.65,3262.09,2,2,3,One Year,Bank Transfer,Fiber Optic,1
43,42,28.01,1150.21,2,2,5,Month-to-Month,Mailed Check,Fiber Optic,0
45,35,64.18,2276.22,2,3,4,One Year,Mailed Check,Fiber Optic,1
67,6,36.34,131.79,1,3,3,Two Year,Credit Card,No,0
38,68,38.45,2580.25,1,2,2,Month-to-Month,Bank Transfer,DSL,0
66,18,40.23,793.77,1,1,4,Month-to-Month,Electronic Check,No,0
24,29,58.67,1682.18,3,1,3,Month-to-Month,Credit Card,DSL,0
34,59,25.12,1388.68,4,2,1,Month-to-Month,Credit Card,No,0
37,47,59.78,2910.34,2,2,4,Month-to-Month,Electronic Check,No,1
58,17,71.17,1238.0,1,3,4,Month-to-Month,Bank Transfer,Fiber Optic,1
66,22,68.33,1541.48,1,0,4,One Year,Mailed Check,Fiber Optic,0
37,68,58.28,3914.02,1,4,1,One Year,Mailed Check,DSL,0
39,69,103.91,7183.99,2,3,3,One Year,Mailed Check,DSL,0
45,37,34.53,1290.49,1,0,5,Month-to-Month,Bank Transfer,DSL,0
57,49,70.57,3416.86,4,2,5,Month-to-Month,Credit Card,DSL,0
66,13,26.2,332.11,1,0,3,Month-to-Month,Credit Card,Fiber Optic,0
24,34,27.12,847.06,4,2,2,Month-to-Month,Credit Card,DSL,0
18,53,77.39,4084.33,3,1,3,Two Year,Credit Card,No,0
49,51,76.6,3955.29,3,4,3,Month-to-Month,Credit Card,Fiber Optic,0
30,3,107.8,286.06,2,1,4,Month-to-Month,Electronic Check,Fiber Optic,0
47,42,75.79,3278.54,2,0,5,Month-to-Month,Mailed Check,Fiber Optic,0
40,32,115.98,3639.56,2,2,3,Two Year,Mailed Check,DSL,0
68,51,24.87,1255.36,2,2,1,One Year,Bank Transfer,DSL,0
36,46,29.8,1337.98,2,1,5,Month-to-Month,Electronic Check,Fiber Optic,0
49,21,24.41,503.6,4,2,1,Month-to-Month,Credit Card,No,1
47,44,38.53,1763.89,2,3,5,Month-to-Month,Credit Card,Fiber Optic,0
46,11,74.13,766.21,3,2,4,One Year,Credit Card,DSL,1
66,68,84.56,5727.52,3,1,5,Two Year,Electronic Check,No,0
62,1,24.56,57.29,1,0,2,One Year,Bank Transfer,DSL,1
46,63,114.6,7224.46,1,2,1,One Year,Electronic Check,Fiber Optic,1
47,24,104.22,2510.04,2,2,3,Month-to-Month,Bank Transfer,Fiber Optic,0
33,13,49.66,597.32,2,1,3,Month-to-Month,Mailed Check,Fiber Optic,1
57,11,27.72,301.34,3,3,3,Two Year,Bank Transfer,No,0
36,51,36.99,1943.07,2,1,5,Month-to-Month,Mailed Check,Fiber Optic,0
35,17,32.69,475.25,2,4,4,Two Year,Bank Transfer,Fiber Optic,1
18,24,32.33,741.05,2,3,4,Month-to-Month,Mailed Check,DSL,1
31,19,71.86,1274.56,1,4,2,Month-to-Month,Mailed Check,No,1
68,37,44.58,1676.31,2,3,4,One Year,Credit Card,Fiber Optic,0
64,8,55.81,507.75,3,0,4,Month-to-Month,Bank Transfer,DSL,0
67,28,118.95,3321.43,1,3,3,Month-to-Month,Credit Card,Fiber Optic,1
19,5,88.43,391.87,2,1,5,Month-to-Month,Mailed Check,DSL,0
45,17,114.9,1904.49,2,0,2,One Year,Credit Card,DSL,1
66,36,34.26,1218.51,1,2,3,Month-to-Month,Electronic Check,No,0
67,19,58.21,1090.95,1,3,1,Month-to-Month,Credit Card,Fiber Optic,1
47,64,75.47,4875.67,4,3,4,One Year,Bank Transfer,DSL,0
55,11,27.68,271.04,1,0,4,Month-to-Month,Credit Card,Fiber Optic,1
68,54,20.42,1124.43,1,0,3,Two Year,Electronic Check,No,1
21,45,87.04,3901.53,1,3,2,Month-to-Month,Credit Card,DSL,0
18,47,84.18,3919.22,2,2,1,One Year,Mailed Check,Fiber Optic,0
25,12,61.08,716.44,2,5,2,Month-to-Month,Mailed Check,Fiber Optic,0
46,21,68.96,1464.99,2,3,3,One Year,Mailed Check,DSL,0
56,11,61.54,722.69,1,1,2,One Year,Bank Transfer,Fiber Optic,0
20,5,22.4,99.4,3,1,3,Two Year,Credit Card,DSL,0
49,56,53.54,2938.04,1,1,5,Month-to-Month,Mailed Check,Fiber Optic,0
27,20,37.71,804.19,1,2,3,Month-to-Month,Credit Card,No,1
27,41,29.84,1178.53,2,0,4,One Year,Electronic Check,DSL,0
36,46,115.67,5333.86,1,4,1,Month-to-Month,Electronic Check,No,0
63,12,79.94,958.04,3,0,3,Month-to-Month,Bank Transfer,Fiber Optic,0
51,70,92.87,6492.97,4,2,3,Two Year,Credit Card,Fiber Optic,0
50,17,51.54,851.83,1,2,2,Month-to-Month,Electronic Check,Fiber Optic,1
40,19,59.31,1157.9,3,1,2,Two Year,Bank Transfer,DSL,1
45,26,43.69,956.84,3,1,5,Month-to-Month,Bank Transfer,No,1
49,48,29.7,1482.42,4,3,5,One Year,Mailed Check,Fiber Optic,0
67,52,37.9,1925.17,1,2,1,One Year,Electronic Check,Fiber Optic,0
24,70,99.75,7002.9,2,5,3,Month-to-Month,Credit Card,Fiber Optic,0
46,55,87.75,4844.0,1,1,5,Two Year,Electronic Check,Fiber Optic,0
25,33,74.69,2528.52,3,4,1,Month-to-Month,Electronic Check,No,1
18,62,67.51,4195.51,1,2,4,Two Year,Credit Card,Fiber Optic,0
20,23,112.24,2540.06,2,2,5,One Year,Credit Card,No,0
41,15,27.27,328.81,1,2,5,Month-to-Month,Mailed Check,Fiber Optic,1
40,27,48.06,1280.18,1,4,3,Two Year,Bank Transfer,DSL,0
25,64,54.99,3421.45,2,0,2,Month-to-Month,Credit Card,No,1
64,51,98.24,4978.82,3,1,2,Two Year,Credit Card,Fiber Optic,0
54,53,119.25,6305.62,2,1,5,Month-to-Month,Electronic Check,Fiber Optic,1
20,51,44.07,2213.07,3,3,5,Two Year,Credit Card,No,1
